   710011	2020-09-30 10:10:37	1	0	1	0
   720204	2020-09-30 15:08:33	1	0	1	0
   720206	2020-09-30 15:57:19	1	0	1	0
   720204	2020-09-30 18:07:00	1	0	1	0
   720105	2020-09-30 18:20:04	1	0	1	0
   720106	2020-09-30 18:20:16	1	0	1	0
   720204	2020-10-08 23:36:04	1	0	1	0
   720204	2020-10-09 07:10:04	1	0	1	0
   710011	2020-10-09 07:10:08	1	0	1	0
   710012	2020-10-09 07:10:13	1	0	1	0
   710021	2020-10-09 07:10:18	1	0	1	0
   710020	2020-10-09 07:10:24	1	0	1	0
   710008	2020-10-09 07:10:29	1	0	1	0
   710017	2020-10-09 07:10:36	1	0	1	0
   710018	2020-10-09 07:10:45	1	0	1	0
   710009	2020-10-09 07:10:48	1	0	1	0
   720113	2020-10-09 07:10:51	1	0	1	0
   730006	2020-10-09 07:11:09	1	0	1	0
   730017	2020-10-09 07:11:12	1	0	1	0
   710003	2020-10-09 07:11:15	1	0	1	0
   710024	2020-10-09 07:11:20	1	0	1	0
   710006	2020-10-09 07:11:41	1	0	1	0
   710005	2020-10-09 07:11:46	1	0	1	0
   710005	2020-10-09 07:11:48	1	0	1	0
   730010	2020-10-09 07:11:51	1	0	1	0
   730008	2020-10-09 07:11:55	1	0	1	0
   730007	2020-10-09 07:12:08	1	0	1	0
   730001	2020-10-09 07:12:12	1	0	1	0
   730011	2020-10-09 07:12:16	1	0	1	0
   710016	2020-10-09 07:12:20	1	0	1	0
   710025	2020-10-09 07:12:24	1	0	1	0
   710025	2020-10-09 07:12:26	1	0	1	0
   730022	2020-10-09 07:12:31	1	0	1	0
   730021	2020-10-09 07:12:35	1	0	1	0
   730013	2020-10-09 07:12:39	1	0	1	0
   710013	2020-10-09 07:12:44	1	0	1	0
   730019	2020-10-09 07:12:48	1	0	1	0
   730014	2020-10-09 07:12:53	1	0	1	0
   730004	2020-10-09 07:12:57	1	0	1	0
   730009	2020-10-09 07:13:01	1	0	1	0
   710010	2020-10-09 07:13:04	1	0	1	0
   710014	2020-10-09 07:13:19	1	0	1	0
   710002	2020-10-09 07:13:29	1	0	1	0
   710004	2020-10-09 07:13:34	1	0	1	0
   710001	2020-10-09 07:13:38	1	0	1	0
   730016	2020-10-09 07:13:43	1	0	1	0
   730012	2020-10-09 07:13:52	1	0	1	0
   710007	2020-10-09 07:13:56	1	0	1	0
   710023	2020-10-09 07:14:00	1	0	1	0
   710022	2020-10-09 07:14:03	1	0	1	0
   730003	2020-10-09 07:14:11	1	0	1	0
   730018	2020-10-09 07:14:15	1	0	1	0
   730023	2020-10-09 07:14:19	1	0	1	0
   710019	2020-10-09 07:14:22	1	0	1	0
   720211	2020-10-09 07:14:25	1	0	1	0
   720223	2020-10-09 07:14:29	1	0	1	0
   720223	2020-10-09 07:14:30	1	0	1	0
   720125	2020-10-09 07:14:32	1	0	1	0
   720222	2020-10-09 07:14:35	1	0	1	0
   730002	2020-10-09 07:14:39	1	0	1	0
   730005	2020-10-09 07:14:41	1	0	1	0
   720103	2020-10-09 07:14:46	1	0	1	0
   720107	2020-10-09 07:14:50	1	0	1	0
   720101	2020-10-09 07:14:58	1	0	1	0
   720101	2020-10-09 07:14:59	1	0	1	0
   720102	2020-10-09 07:15:02	1	0	1	0
   720224	2020-10-09 07:15:05	1	0	1	0
   720225	2020-10-09 07:16:02	1	0	1	0
   720115	2020-10-09 07:16:05	1	0	1	0
   720217	2020-10-09 07:16:17	1	0	1	0
   720122	2020-10-09 07:16:21	1	0	1	0
   720122	2020-10-09 07:16:24	1	0	1	0
   720114	2020-10-09 07:16:28	1	0	1	0
   720116	2020-10-09 07:16:31	1	0	1	0
   720118	2020-10-09 07:16:34	1	0	1	0
   720108	2020-10-09 07:16:38	1	0	1	0
   720123	2020-10-09 07:16:41	1	0	1	0
   720209	2020-10-09 07:16:48	1	0	1	0
   720121	2020-10-09 07:17:00	1	0	1	0
   720212	2020-10-09 07:17:03	1	0	1	0
   720110	2020-10-09 07:17:07	1	0	1	0
   720110	2020-10-09 07:17:09	1	0	1	0
   720120	2020-10-09 07:17:22	1	0	1	0
   720126	2020-10-09 07:17:26	1	0	1	0
   720206	2020-10-09 07:17:29	1	0	1	0
   720219	2020-10-09 07:17:33	1	0	1	0
   720218	2020-10-09 07:17:37	1	0	1	0
   720226	2020-10-09 07:17:47	1	0	1	0
   720124	2020-10-09 07:17:51	1	0	1	0
   720216	2020-10-09 07:17:57	1	0	1	0
   720214	2020-10-09 07:18:01	1	0	1	0
   720202	2020-10-09 07:18:12	1	0	1	0
   720207	2020-10-09 07:18:15	1	0	1	0
   720201	2020-10-09 07:18:19	1	0	1	0
   720220	2020-10-09 07:18:26	1	0	1	0
   720213	2020-10-09 07:18:30	1	0	1	0
   720112	2020-10-09 07:18:32	1	0	1	0
   720208	2020-10-09 07:18:59	1	0	1	0
   720104	2020-10-09 07:19:04	1	0	1	0
   720105	2020-10-09 07:19:07	1	0	1	0
   720111	2020-10-09 07:19:11	1	0	1	0
   720119	2020-10-09 07:19:14	1	0	1	0
   720109	2020-10-09 07:19:21	1	0	1	0
   720117	2020-10-09 07:19:24	1	0	1	0
   720106	2020-10-09 07:19:44	1	0	1	0
   720221	2020-10-09 07:19:47	1	0	1	0
   720205	2020-10-09 07:19:51	1	0	1	0
   730020	2020-10-09 07:19:55	1	0	1	0
   730015	2020-10-09 07:20:07	1	0	1	0
   123456	2020-10-12 07:01:41	1	0	1	0
   720204	2020-10-12 07:02:16	1	0	1	0
   720225	2020-10-12 07:02:21	1	0	1	0
